Year,country,prop_elapsed,change_GDP,revenue,gross_debt,inflation,execrlc,frac,govfrac,max_pm_gov_leg,vote_share,union_density,dem_age,eu,openness,BBR,DR,legislative_type,transparency,structural_bal,log_con_inv,log_con_inv_t,log_gdp_dol,fisc_cent,max_elf,log_gen_exp,log_cent_exp,single_party
2014,Czech Republic,0.25,2.715,40.311,42.169,123.133,3,0.80412674,0.607371032,2.4375,1.340000153,NA,21,1,158.7269567,1,1,2,NA,-1.055,1.512966234,1.551800016,26.05992853,0.71870719,NA,14.41543658,14.08513532,0
1997,Slovak Republic,0.75,4.445,42.255,32.981,46.544,0,0.778613031,0.428739339,0.6875,27.61999893,41.9692129,4,0,119.5408438,0,0,2,NA,-14.233,1.064133205,1.064133205,24.04325857,0.679240399,0.5655,9.377672649,8.990892483,0
1998,Slovak Republic,1,4.011,40.36,33.861,49.658,0,0.778613031,0.428739339,0.6875,27.61999893,36.15354804,5,0,103.9221944,0,0,2,NA,-6.191,1.300582573,1.300582573,24.11874353,0.684747269,0.5655,9.405026834,9.026321375,0
1999,Slovak Republic,0.25,-0.205,40.582,47.08,54.853,3,0.794988811,0.696820915,2.01875,11.67000008,34.16030534,6,0,99.35648551,0,0,2,NA,-6.963,1.57294725,1.57294725,24.1382049,0.693570416,0.5655,9.522385247,9.15648274,0
2000,Slovak Republic,0.5,1.21,39.998,49.624,61.524,3,0.794988811,0.696820915,2.01875,11.67000008,32.26307613,7,0,110.6994317,0,0,2,NA,-6.075,1.587780272,1.587780272,24.09451507,0.738408262,0.5655,9.707442863,9.404184455,0
2001,Slovak Republic,0.75,3.317,38.002,48.281,65.919,3,0.794988811,0.696820915,2.01875,11.67000008,30.45631368,8,0,123.6156401,0,0,2,NA,-5.871,1.521697157,1.521697157,24.14762677,0.698086308,0.5655,9.631347409,9.271934876,0
2002,Slovak Republic,1,4.523,37.051,42.882,68.219,3,0.794988811,0.696820915,2.01875,11.67000008,27.37163172,9,0,122.1961349,0,0,2,NA,-5.873,1.632210105,1.632210105,24.28099985,0.689434272,0.5655,9.730782211,9.358898299,0
2003,Slovak Republic,0.25,5.419,37.202,41.589,73.961,3,0.842237175,0.740925729,2.01875,3.930000305,26.13668053,10,0,126.2829945,0,0,2,66.66666667,-0.909,1.591063456,1.591063456,24.56769002,0.639543047,0.5655,9.712478367,9.265477021,0
2004,Slovak Republic,0.5,5.259,35.508,40.639,79.472,3,0.842237175,0.740925729,2.01875,3.930000305,23.61295557,11,0,140.1618237,1,1,2,100,-1.626,1.573980892,1.573980892,24.77052814,0.662537162,0.5655,9.766171292,9.354492663,0
2005,Slovak Republic,0.75,6.397,36.739,33.928,81.68,3,0.842237175,0.740925729,2.01875,3.930000305,22.76533098,12,1,148.6793974,1,1,2,100,-1.622,1.382444745,1.382444745,24.86158805,0.643790639,0.5655,9.906127565,9.465745865,0
2006,Slovak Republic,1,8.486,35.009,30.767,85.164,3,0.842237175,0.740925729,2.01875,3.930000305,20.55827424,13,1,166.0311004,1,1,2,100,-3.247,1.29439006,1.29439006,24.98024965,0.668314033,0.5655,9.990242605,9.587245499,0
2007,Slovak Republic,0.25,10.834,34.217,29.898,86.782,0,0.797225952,0.574229717,2.01875,17.40999985,18.76409278,14,1,167.6708549,1,1,2,100,-4.169,1.355052305,1.355052305,25.18114463,0.642803369,0.5655,10.03947237,9.597555966,0
2008,Slovak Republic,0.5,5.653,34.318,28.214,90.21,0,0.797225952,0.574229717,2.01875,17.40999985,17.17333588,15,1,162.9209298,1,1,2,100,-4.153,1.296905417,1.296905417,25.33168075,0.628913697,0.5655,10.13853161,9.674770372,0
2009,Slovak Republic,0.75,-5.491,36.071,36.008,91.055,0,0.797225952,0.574229717,2.01875,17.40999985,16.02245952,16,1,136.701527,1,1,2,100,-6.313,1.343497682,1.343497682,25.21129107,0.654945975,0.5655,10.24793363,9.824731101,0
2010,Slovak Republic,1,5.082,34.502,40.815,91.691,0,0.797225952,0.574229717,2.01875,17.40999985,15.2226388,17,1,154.1230598,1,1,2,100,-7.166,1.53061654,1.53061654,25.21757532,0.655610428,0.5655,10.25697317,9.834784639,0
2011,Slovak Republic,0.25,2.842,36.398,43.269,95.425,0,0.755525768,0.738721192,2.01875,3.270000458,14.06468352,18,1,171.007873,1,1,2,100,-4.412,1.299258573,1.299258573,25.31001899,0.667241574,0.5655,10.26909617,9.864493054,0
2012,Slovak Republic,0.5,1.523,36.215,52.369,98.984,0,0.755525768,0.738721192,2.01875,3.270000458,13.59222764,19,1,179.1938788,1,1,2,100,-4.006,1.312062805,1.312062805,25.26030699,0.658426282,0.5655,10.29348295,9.875580241,0
2013,Slovak Republic,0.25,1.428,38.593,54.987,100.426,0,0.657181203,0,2.01875,44.41999817,13.2926506,20,1,183.4054644,1,1,2,100,-2.133,1.241180432,1.241180432,25.31310256,0.63157381,0.5655,10.33320778,9.873667316,1
2014,Slovak Republic,0.5,2.522,39.233,53.897,100.327,0,0.657181203,0,2.01875,44.41999817,NA,21,1,180.2788185,1,1,2,NA,-2.497,1.046776584,1.046776584,25.33601721,0.632116758,0.5655,10.37297511,9.914293953,1
1997,Italy,0.2,1.835,46.611,113.426,69.758,1,NA,0,0,42.70000076,36.232798,50,1,44.68174713,1,1,3,NA,-2.753,2.069984391,2.075451766,27.84536607,0.660840197,NA,13.20086138,12.78661816,1
1998,Italy,0.4,1.616,45.29,110.808,71.175,1,NA,0,0,42.70000076,35.68537498,51,1,45.20998028,1,1,3,NA,-2.401,2.038583285,2.042112046,27.86712828,0.602885053,NA,13.21508694,12.70905822,1
1999,Italy,0.6,1.56,45.563,109.659,72.35,1,NA,0,0,42.70000076,35.4015755,52,1,44.72517057,1,1,3,NA,-0.837,1.959868815,1.963849633,27.853012,0.592103794,NA,13.22690716,12.70283383,1
2000,Italy,0.8,3.71,44.174,105.11,74.217,1,NA,0,0,42.70000076,34.80170173,53,1,50.47451868,1,1,3,NA,-2.493,2.021348567,2.024799464,27.76359205,0.572964719,NA,13.24252758,12.68559644,1
2001,Italy,1,1.772,44.125,104.73,75.942,1,NA,0,0,42.70000076,34.19613122,54,1,50.20822391,1,1,3,NA,-4.119,1.993522001,1.997424135,27.78143912,0.590037426,NA,13.3329646,12.80539529,1
2002,Italy,0.2,0.249,43.713,101.923,77.925,2,0.511666298,0,0,49.56999969,33.78629822,55,1,48.19841697,1,1,3,NA,-4.044,1.978924705,1.983150521,27.8672862,0.578865368,NA,13.3529178,12.80623245,1
2003,Italy,0.4,0.151,43.831,100.485,80.117,2,0.511666298,0,0,49.56999969,33.6716517,56,1,46.26863869,1,1,3,50,-4.521,2.036683848,2.041251992,28.08187378,0.561724646,NA,13.39549866,12.81875515,1
2004,Italy,0.6,1.582,43.271,100.089,81.925,2,0.511666298,0,0,49.56999969,34.10499305,57,1,47.54364359,1,1,3,0,-4.622,2.09061966,2.094882094,28.21786845,0.560532557,NA,13.4274732,12.84860525,1
2005,Italy,0.8,0.95,42.971,101.94,83.733,2,0.511666298,0,0,49.56999969,33.81000256,58,1,49.41381483,1,1,3,16.66666667,-4.606,2.023708126,2.027824105,28.24764356,0.56315471,NA,13.4621373,12.88793641,1
2006,Italy,1,2.007,44.042,102.557,85.6,2,0.511666298,0,0,49.56999969,33.57505291,59,1,53.29227483,1,1,3,50,-3.95,2.047855542,2.052330137,28.29506384,0.568280427,NA,13.51106476,12.94592448,1
2007,Italy,0.2,1.474,45.265,99.776,87.333,0,0.496716887,1.11E-16,0,49.79999924,33.99335337,60,1,55.21364718,1,1,3,50,-3.08,1.982611658,1.986963726,28.42086388,0.569010273,NA,13.53198915,12.96813236,0
2008,Italy,0.4,-1.05,45.138,102.39,90.383,0,0.496716887,1.11E-16,0,49.79999924,33.88000012,61,1,54.71800768,1,1,3,50,-3.826,1.90803434,1.912654424,28.50261987,0.561117203,NA,13.56790012,12.99007464,0
2009,Italy,0.2,-5.482,45.889,112.519,91.075,2,0.678148746,0.326259404,0,NA,35.20456198,62,1,45.60911674,1,1,3,50,-4.226,1.75709134,1.761878287,28.41271017,0.587388975,NA,13.59817635,13.06610832,0
2010,Italy,0.4,1.687,45.645,115.378,92.55,2,0.678148746,0.326259404,0,NA,36.04497301,63,1,52.34559738,1,1,3,50,-3.746,1.873313188,1.878791899,28.38487762,0.583011241,NA,13.59298432,13.0534355,0
2011,Italy,0.6,0.577,45.667,116.499,95.267,2,0.678148746,0.326259404,0,NA,36.32916592,64,1,55.58298756,1,1,3,50,-3.894,1.827566833,1.832280222,28.45350654,0.576503719,NA,13.60301264,13.05223915,0
2012,Italy,0.8,-2.819,47.834,123.339,98.425,NA,0.678148746,0.326259404,0,NA,36.86052228,65,1,56.18487973,1,1,3,50,-1.556,2.018808827,2.02371917,28.35993111,0.577690829,NA,13.6156855,13.06696905,0
2013,Italy,1,-1.748,48.117,129.004,99.65,NA,0.678148746,0.326259404,0,NA,37.28909683,66,1,55.46658975,1,1,3,50,-0.58,2.123338252,2.127774853,28.38737312,0.575978696,NA,13.61630446,13.06461985,0
2014,Italy,0.2,-0.343,48.18,132.528,99.883,3,0.729640603,0.247607008,0,NA,NA,67,1,55.75976898,1,1,3,NA,-1.073,2.066562864,2.075769139,28.39640058,0.580902776,NA,13.62382328,13.0806514,0
1997,Slovenia,0.25,5.114,38.33,20.703,61.429,0,0.820271671,0.590986371,5,7.630001068,44.07106459,6,0,96.32608339,0,0,2,NA,-1.022,1.491025373,1.504390628,23.75577067,NA,NA,NA,NA,0
1998,Slovenia,0.5,3.286,39.468,21.249,66.301,0,0.820271671,0.590986371,5,7.630001068,42.69293924,7,0,96.77501823,0,0,2,NA,-0.298,1.514326487,1.527656674,23.81999371,NA,NA,NA,NA,0
1999,Slovenia,0.75,5.274,39.959,22.016,70.349,0,0.820271671,0.590986371,5,7.630001068,40.43052298,8,0,92.62910415,0,0,2,NA,-0.492,1.534114134,1.545821529,23.84518991,0.651465815,NA,8.972895036,8.54436468,0
2000,Slovenia,1,4.155,39.595,29.011,76.595,0,0.820271671,0.590986371,5,7.630001068,41.59445407,9,0,103.6791227,0,1,2,NA,-1.128,1.699045178,1.719419816,23.73596345,0.6374384,NA,9.073555693,8.623258059,0
2001,Slovenia,0.25,2.95,40.418,28.541,83.003,0,0.802996337,0.601935923,5,24.15999985,40.7705502,10,0,104.5386942,0,1,2,NA,-0.77,1.593675436,1.613149412,23.76183665,0.642988437,NA,9.203181811,8.761553272,0
2002,Slovenia,0.5,3.836,39.782,28.396,89.208,0,0.802996337,0.601935923,5,24.15999985,44.66019417,11,0,103.327149,0,1,2,NA,-1.05,1.673187244,1.694494866,23.882968,0.637964701,NA,9.289735485,8.84026316,0
2003,Slovenia,0.75,2.842,40.277,27.044,94.193,0,0.78577292,0.544374585,5,24.15999985,43.72080955,12,0,102.1084668,0,1,2,16.66666667,-0.634,1.625485237,1.646045352,24.11432696,0.643992428,NA,9.37238779,8.93231948,0
2004,Slovenia,1,4.352,40.459,26.833,97.559,0,0.78577292,0.544374585,5,24.15999985,40.09522616,13,0,111.3771087,1,1,2,16.66666667,-1.234,1.539831746,1.555021097,24.26336182,0.64362846,NA,9.43680879,8.996175145,0
2005,Slovenia,0.25,4.003,40.977,26.302,100,1,0.804744124,0.601190507,5,19.97999954,37.11980137,14,1,119.7974805,1,1,2,16.66666667,-1.391,1.656237105,1.671415985,24.31637679,0.658025144,NA,9.482421124,9.063908988,0
2006,Slovenia,0.5,5.656,41.066,26,102.441,1,0.804744124,0.601190507,5,19.97999954,31.40906269,15,1,129.4386214,1,1,2,16.66666667,-2.165,1.490087065,1.502818457,24.40178511,0.637562272,NA,9.543449101,9.093345775,0
2007,Slovenia,0.75,6.942,39.844,22.657,106.132,1,0.804744124,0.601190507,5,19.97999954,28.96102329,16,1,136.4919645,1,1,2,16.66666667,-2.685,1.327149931,1.339503846,24.59685334,0.621366084,NA,9.604435756,9.128600892,0
2008,Slovenia,1,3.3,40.418,21.649,112.131,1,0.804744124,0.601190507,5,19.97999954,26.59574468,17,1,134.144353,1,1,2,16.66666667,-3.179,1.488667806,1.502273587,24.74126645,0.614638486,NA,9.720104833,9.233383821,0
2009,Slovenia,0.25,-7.797,39.838,34.479,113.097,0,0.772466004,0.499446303,5,21.08000088,26.28056941,18,1,112.6165369,1,1,2,16.66666667,-4.355,1.569920266,1.587086423,24.64017277,0.62963889,NA,9.766416761,9.303807946,0
2010,Slovenia,0.5,1.238,40.808,38.177,115.172,0,0.772466004,0.499446303,5,21.08000088,25.02189416,19,1,127.1413302,1,1,2,16.66666667,-4.653,1.654071902,1.670816988,24.59480982,0.624431751,NA,9.790178867,9.319265626,0
2011,Slovenia,0.75,0.649,40.606,46.438,117.267,0,0.772466004,0.499446303,5,21.08000088,23.11544882,20,1,138.9123013,1,1,2,16.66666667,-4.193,1.778103977,1.794851023,24.66071488,0.649127429,NA,9.822730215,9.390603979,0
2012,Slovenia,0.25,-2.689,41.661,53.896,120.307,1,0.79725343,0.580720127,5,19.22000074,21.96950116,21,1,142.0312514,1,1,2,16.66666667,-1.974,1.767822527,1.784504903,24.55750561,0.624663127,NA,9.770121289,9.299578518,0
2013,Slovenia,0.5,-1.087,41.006,71.01,122.432,1,0.79725343,0.580720127,5,19.22000074,21.24824685,22,1,143.4748675,1,1,2,16.66666667,-1.612,1.632774722,1.653651846,24.58795752,0.700648867,NA,9.978982241,9.623233822,0
2014,Slovenia,0.75,3.106,41.503,80.892,122.656,0,0.79725343,0.64856714,5,17.98999977,NA,23,1,144.227959,1,1,2,NA,-2.687,1.571415494,1.592268158,24.62584735,0.654472848,NA,9.833917729,9.409992549,0
1997,Greece,0.25,4.484,41.471,99.452,76.637,0,0.577369034,1.11E-16,4.25,41.5,29.79461031,22,1,39.27422875,1,1,2,NA,-4.727,1.48588048,1.496891737,25.68721475,0.83325355,NA,10.82249459,10.64007729,0
1998,Greece,0.5,3.895,40.059,97.425,80.099,0,0.577369034,1.11E-16,4.25,41.5,27.3698914,23,1,42.26828025,1,1,2,NA,-2.702,1.149043142,1.151552396,25.69604695,0.827353903,NA,10.94296889,10.75344616,0
1999,Greece,0.75,3.072,42.218,98.906,81.814,0,0.577369034,1.11E-16,4.25,41.5,26.78396641,24,1,47.37759843,1,1,2,NA,-1.565,1.075983754,1.078025107,25.68289551,0.800984631,NA,11.03083306,10.80891954,0
2000,Greece,1,3.92,42.881,104.935,84.184,0,0.577369034,1.11E-16,4.25,41.5,26.51009739,25,1,58.41567754,1,1,2,NA,-2.009,1.233735574,1.236762627,25.59183053,0.788303469,NA,11.0909498,10.85307765,0
2001,Greece,0.25,4.132,40.52,107.081,87.249,0,0.549097002,0,4.25,43.79999924,24.90188107,26,1,56.13996927,1,1,2,NA,-3.03,1.008704385,1.010553138,25.63732415,0.770975024,NA,11.15607908,10.89597978,1
2002,Greece,0.5,3.923,39.773,104.863,90.671,0,0.549097002,0,4.25,43.79999924,24.77248814,27,1,50.34899626,1,1,2,NA,-3.429,1.300234222,1.301681989,25.75912043,0.776703179,NA,11.22337498,10.97067797,1
2003,Greece,0.75,5.795,38.761,101.456,93.799,0,0.549097002,0,4.25,43.79999924,24.64696827,28,1,48.19005371,1,1,2,16.66666667,-5.915,0.981011167,0.983107779,26.03115723,0.785735709,NA,11.33086387,11.08972908,1
2004,Greece,1,5.061,38.787,102.87,96.631,0,0.549097002,0,4.25,43.79999924,23.96216241,29,1,49.89844159,1,1,2,0,-8.136,1.055406678,1.057548825,26.20607324,0.789813199,NA,11.43211663,11.19615781,1
2005,Greece,0.25,0.599,39.374,107.392,100,2,0.545217395,0,4.25,46.40000153,24.08150946,30,1,50.90086412,1,1,2,0,-6.483,1.370147693,1.372485782,26.2358192,0.764568508,NA,11.41617224,11.1477286,1
2006,Greece,0.5,5.652,39.171,103.574,103.314,2,0.545217395,0,4.25,46.40000153,24.07279706,31,1,52.85023864,1,1,2,50,-8.372,1.101908162,1.104307309,26.33390179,0.749491312,NA,11.49569792,11.20733737,1
2007,Greece,0.75,3.274,40.362,103.103,106.402,2,0.545217395,0,4.25,46.40000153,23.95126029,32,1,57.52437422,1,1,2,50,-10.429,1.32514812,1.327618968,26.48688203,0.752675115,NA,11.6039355,11.3198139,1
2008,Greece,0.25,-0.335,40.643,109.416,110.903,2,0.621092558,0,4.25,41.83000183,23.54292481,33,1,59.32971572,1,1,2,50,-13.849,1.169542384,1.171934488,26.59386416,0.76949147,NA,11.72027291,11.4582475,1
2009,Greece,0.5,-4.301,38.909,126.745,112.397,2,0.621092558,0,4.25,41.83000183,22.5962036,34,1,47.74384655,1,1,2,50,-18.609,1.290403162,1.292720541,26.52235849,0.779134943,NA,11.76332614,11.51375512,1
2010,Greece,0.25,-5.479,41.257,146.25,117.684,0,0.616321027,0,4.25,43.91999817,22.06278901,35,1,52.82909793,1,1,2,50,-12.128,1.721340047,1.723881864,26.42497617,0.7570058,NA,11.68364666,11.4052623,1
2011,Greece,0.5,-9.132,43.992,172.096,121.354,0,0.616321027,0,4.25,43.91999817,22.72191805,36,1,57.84462005,1,1,2,50,-8.439,2.031693019,2.034296255,26.38546214,0.761710412,NA,11.62601305,11.35382422,1
2012,Greece,0.75,-7.3,45.79,159.565,122.609,NA,0.616321027,0,4.25,43.91999817,22.79543325,37,1,61.81776665,1,1,2,50,-2.387,2.129559451,2.132558547,26.22725908,0.763667947,NA,11.57046769,11.30084549,1
2013,Greece,0.25,-3.198,47.916,177.677,121.562,2,0.736728013,0.326432019,4.25,NA,21.51500604,38,1,63.51914245,1,1,2,50,-1.505,1.707499126,1.711739208,26.20332959,0.83593903,NA,11.62908941,11.44988981,0
2014,Greece,0.5,0.654,46.787,180.063,119.868,2,0.736728013,0.326432019,4.25,NA,NA,39,1,67.14945369,1,1,2,NA,-2.47,1.653158914,1.656535233,26.18743657,0.770185989,NA,11.40343421,11.14231096,0
1997,Estonia,0.5,11.799,38.972,6.138,50.116,2,0.766600668,0,3.85,32.20000076,22.87418272,6,0,153.6804643,1,0,2,NA,NA,1.302435024,1.311068171,22.34586518,0.865687615,NA,7.427679386,7.283448229,1
1998,Estonia,0.75,4.117,39.458,5.453,54.229,2,0.766600668,0,3.85,32.20000076,17.13586957,7,0,158.4289651,1,0,2,NA,NA,1.196110653,1.204027567,22.4490831,0.874204061,NA,7.598148671,7.46370722,1
1999,Estonia,1,-0.856,36.968,5.964,56.022,2,0.766600668,0,3.85,32.20000076,16.30091013,8,0,144.8717633,1,0,2,NA,NA,1.452468894,1.462506619,22.46843938,0.877967821,NA,7.682067614,7.551922277,1
2000,Estonia,0.25,10.568,35.811,5.114,58.224,2,0.826336563,0.679245293,3.85,0.170000076,14.52346977,9,0,126.5135312,1,0,2,NA,0.177,1.39221602,1.398921485,22.46123302,0.871381491,NA,7.716638958,7.578963552,0
2001,Estonia,0.5,6.329,34.696,4.779,61.5,2,0.826336563,0.679245293,3.85,0.170000076,13.96435864,10,0,126.6509688,1,0,2,NA,0.43,1.213771253,1.222115003,22.55505852,0.85171694,NA,7.801104864,7.640603826,0
2002,Estonia,0.75,6.076,36.033,5.697,63.707,3,0.826386154,0.486956507,3.85,7.489999771,13.52201258,11,0,124.0913643,1,0,2,NA,0.888,0.883278735,0.892153339,22.71415869,0.85296423,NA,7.939800323,7.780762656,0
2003,Estonia,1,7.416,36.528,5.623,64.59,3,0.826386154,0.486956507,3.85,7.489999771,11.74469059,12,0,123.2780548,1,0,2,22.22222222,1.923,0.927584145,0.935718162,23.00909893,0.862673413,NA,8.027313332,7.87959424,0
2004,Estonia,0.25,6.295,35.549,5.062,66.553,3,0.79386133,0.645762742,3.85,6.899999619,10.99418331,13,0,130.9127506,1,1,2,22.22222222,1.686,1.130004487,1.137644974,23.2130941,0.846871718,NA,8.111478052,7.945272002,0
2005,Estonia,0.5,9.374,34.965,4.549,69.293,3,0.79386133,0.645762742,3.85,6.899999619,9.731007993,14,1,136.9166007,1,1,2,0,0.368,0.987969735,0.997090319,23.36275834,0.855731793,NA,8.249810355,8.094012078,0
2006,Estonia,0.75,10.272,35.715,4.404,72.372,3,0.79386133,0.645762742,3.85,7.699998856,8.404239569,15,1,137.1214082,1,1,2,50,-0.64,0.861482495,0.87164198,23.55433752,0.864010928,NA,8.420373873,8.274204012,0
2007,Estonia,1,7.748,35.97,3.664,77.253,3,0.79386133,0.645762742,3.85,7.699998856,7.637110625,16,1,135.2656776,1,1,2,50,-2.153,0.782329601,0.791315541,23.82502635,0.859611426,NA,8.619424817,8.468149995,0
2008,Estonia,0.25,-5.419,36.092,4.487,85.447,3,0.778811932,0.615254223,3.85,-17.21000004,6.235450615,17,1,137.5229531,1,1,2,50,-4.908,0.89289594,0.904973815,23.90937209,0.853583124,NA,8.789583945,8.631271596,0
2009,Estonia,0.5,-14.724,42.313,7.038,85.617,3,0.778811932,0.615254223,3.85,-17.21000004,7.645429363,18,1,116.6496452,1,1,2,50,1.24,0.942339393,0.955930691,23.70146972,0.83094635,NA,8.781785741,8.596595694,0
2010,Estonia,0.75,2.463,40.576,6.55,87.963,3,0.778811932,0.615254223,3.85,-17.21000004,8.226867983,19,1,143.8001515,1,1,2,50,1.815,1.072194622,1.084178173,23.69327472,0.851210144,NA,8.693178047,8.532081804,0
2011,Estonia,1,7.583,38.438,5.913,92.432,3,0.778811932,0.615254223,3.85,-17.21000004,7.000911577,20,1,167.3499492,1,1,2,50,1.296,1.00367651,1.017347343,23.8660721,0.853799295,NA,8.738414897,8.580355766,0
2012,Estonia,0.25,5.183,38.664,9.516,96.332,3,0.747128725,0.656936944,3.85,-11.46999931,6.056262319,21,1,170.4283343,1,1,2,50,1.221,0.810506924,0.824179754,23.86066526,0.851820851,NA,8.860626855,8.700247813,0
2013,Estonia,0.5,1.568,37.961,9.935,99.459,3,0.747128725,0.656936944,3.85,-11.46999931,5.654338549,22,1,165.7945013,1,1,2,66.66666667,0.783,1.031461635,1.046919155,23.94538408,0.840629679,NA,8.892872405,8.719268355,0
2014,Estonia,0.75,2.906,38.735,10.371,99.933,3,0.747128725,0.656936944,3.85,-11.46999931,NA,23,1,162.3141509,1,1,2,NA,1.162,1.02414093,1.040264658,23.98955705,0.8576957,NA,8.935521875,8.78201597,0
1997,Finland,0.5,6.253,53.6,52.248,72.643,0,0.802852392,0.717083871,5,10.39999962,79.43478261,53,0,68.26382994,1,1,2,NA,-1.166,0.899575724,0.90316144,25.5661371,0.554671904,0.2531,11.03675888,10.44738038,0
1998,Finland,0.75,5.428,52.896,46.862,73.623,0,0.802852392,0.717083871,5,10.39999962,77.99578059,54,0,67.018325,1,1,2,NA,0.541,0.938956806,0.965143633,25.62062791,0.550794759,0.2531,11.051493,10.45509997,0
1999,Finland,1,4.444,51.507,44.009,74.588,0,0.802852392,0.717083871,5,10.39999962,76.2716175,55,0,66.23622196,1,1,2,NA,0.838,1.042091938,1.069250644,25.63021329,0.543066529,0.2531,11.07719185,10.46666841,0
2000,Finland,0.25,5.635,53.707,42.486,76.789,0,0.809899569,0.727869868,5,1.829999924,74.9651186,56,0,74.99431239,1,1,2,NA,5.333,1.086355466,1.112253447,25.55589027,0.5332671,0.2531,11.08865973,10.45992687,0
2001,Finland,0.5,2.581,51.184,40.947,78.836,0,0.809899569,0.727869868,5,1.829999924,74.51630196,57,0,70.26592909,1,1,2,NA,3.94,1.293279681,1.316635785,25.58501435,0.51835493,0.2531,11.13274791,10.47565284,0
2002,Finland,0.75,1.68,51.483,40.17,80.418,0,0.809899569,0.727869868,5,1.829999924,73.49456099,58,0,69.29037218,1,1,2,NA,3.652,1.213398082,1.235322657,25.66171029,0.523993496,0.2531,11.183824,10.53754799,0
2003,Finland,1,1.994,50.673,42.738,81.456,1,0.800954759,0.572796941,5,0.220001221,72.86995516,59,0,68.03765941,1,1,2,66.66666667,2.252,1.202092123,1.227289656,25.86534451,0.523059452,0.2531,11.22324139,10.57518124,0
2004,Finland,0.25,3.926,50.432,42.648,81.576,1,0.800954759,0.572796941,5,0.220001221,71.45439945,60,0,70.99137414,1,1,2,66.66666667,1.341,1.152798081,1.17996631,26.00529121,0.521065295,0.2531,11.26623177,10.61435185,0
2005,Finland,0.5,2.781,51.868,39.937,82.208,1,0.800954759,0.572796941,5,0.220001221,70.64842508,61,0,76.62771387,1,1,2,50,1.685,1.159071093,1.184204627,26.04352081,0.519555073,0.2531,11.30222912,10.64744666,0
2006,Finland,0.75,4.055,52.272,38.059,83.256,1,0.800954759,0.572796941,5,0.220001221,70.35613208,62,0,82.18278934,1,1,2,66.66666667,2.237,1.270286505,1.29504782,26.10110116,0.515795403,0.2531,11.33190706,10.66986196,0
2007,Finland,1,5.185,51.928,33.993,84.574,1,0.800954759,0.572796941,5,0.220001221,70.49665284,63,0,83.1759422,1,1,2,66.66666667,2.071,1.289368122,1.315132864,26.26603805,0.50576661,0.2531,11.37725464,10.69557468,0
2008,Finland,0.25,0.721,52.44,32.654,87.886,1,0.809145749,0.659225821,5,0.800001144,69.76408098,64,0,86.51186562,1,1,2,50,1.658,1.2414463,1.266844491,26.37133121,0.505428795,0.2531,11.44553488,10.76318677,0
2009,Finland,0.5,-8.269,52.231,41.696,89.322,1,0.809145749,0.659225821,5,0.800001144,69.20785241,65,0,70.53124085,1,1,2,50,-0.078,1.290715406,1.316824078,26.25070485,0.508504156,0.2531,11.50416722,10.82788533,0
2010,Finland,0.75,2.992,52.146,47.119,90.828,1,0.809145749,0.659225821,5,0.800001144,68.61137441,66,0,76.08979155,1,1,2,50,-1.396,1.294175232,1.323350209,26.23594834,0.517267634,0.2531,11.53709111,10.87789624,0
2011,Finland,1,2.571,53.342,48.504,93.847,1,0.809145749,0.659225821,5,0.800001144,69.55145736,67,0,79.16990486,1,1,2,50,-0.97,1.264640788,1.292584828,26.33514133,0.506117722,0.2531,11.58120075,10.90021476,0
2012,Finland,0.25,-1.426,54.022,52.888,96.814,2,0.832881093,0.743268847,5,1.279998779,69.78749649,68,0,80.40571992,1,1,2,50,-1.154,1.204930151,1.230059796,26.2711973,0.500903901,0.2531,11.628849,10.93750799,0
2013,Finland,0.5,-0.759,54.907,55.428,98.959,2,0.832881093,0.743268847,5,1.279998779,69.03790365,69,0,78.51360788,1,1,2,50,-0.988,1.238538286,1.262811148,26.32161372,0.49656181,0.2531,11.66926232,10.96921501,0
2014,Finland,0.75,-0.708,54.879,59.301,100.156,2,0.832881093,0.743268847,5,1.279998779,NA,70,0,75.37449994,1,1,2,NA,-0.986,1.2239504,1.248504321,26.33130437,0.492164926,0.2531,11.6902261,10.9812847,0
1997,Sweden,0.75,2.9,56.814,69.008,78.084,0,0.716881335,0,8.2875,45.25,82.18556159,83,1,73.15428764,1,1,2,NA,-4.478,1.128839719,1.225084894,26.30102391,0.58353941,0.2342,13.99530225,13.45665896,1
1998,Sweden,1,4.227,57.286,66.731,78.89,0,0.716881335,0,8.2875,45.25,81.28517988,84,1,75.74384605,1,1,2,NA,-2.525,1.016460835,1.052599402,26.30976515,0.594997445,0.2342,14.00565312,13.48645495,1
1999,Sweden,0.25,4.53,56.515,61.354,79.323,0,0.769308031,0.468783081,8.2875,24.40000153,80.62784653,85,1,76.0093822,1,1,2,NA,-2.741,1.042492298,1.077555287,26.32482361,0.587201944,0.2342,14.04678655,13.51440006,0
2000,Sweden,0.5,4.735,55.974,51.294,80.346,0,0.769308031,0.468783081,8.2875,24.40000153,79.08004288,86,1,82.32740621,1,1,2,NA,-1.462,1.108559543,1.146644686,26.28318564,0.596809687,0.2342,14.05460226,13.53844526,0
2001,Sweden,0.75,1.563,53.62,51.871,82.494,0,0.769308031,0.468783081,8.2875,24.40000153,78.03172215,87,1,81.27620424,1,1,2,NA,1.52,1.030165365,1.068317844,26.20355887,0.585901868,0.2342,14.08389283,13.54928987,0
